City,Country,Latitude,Longitude,Year,Value,Date,Time,Min,TimeNew,VAL_0
Ruhr,Germany,51.407415,6.862626,1914,1800000,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.07825586
Algiers,Algiers,36.7525,3.04197,1975,1800000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.07825586
Amsterdam,Netherlands,52.37403,4.88969,1975,1800000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.07825586
Baltimore,United States of America,39.29038,-76.61219,1975,1800000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.07825586
Casablanca,Morocco,33.58831,-7.61138,1975,1800000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.07825586
Cologne,Germany,50.937531,6.960278,1975,1800000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.07825586
Harbin,China,45.75,126.65,1975,1800000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.07825586
Porto Alegre,Brazil,-30.03306,-51.23,1975,1800000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.07825586
Turin,Italy,45.07049,7.68682,1975,1800000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.07825586
Xian,China,34.341485,108.940404,1975,1800000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.07825586
Tianjin,China,39.14222,117.17667,1950,1795000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.078038468
Boston,United States of America,42.358431,-71.059772,1925,1764000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.076690634
Moscow,Russian Federation,55.75222,37.61556,1925,1764000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.076690634
Vienna,Austria,48.20849,16.37208,1950,1755000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.076299328
Manchester,United Kingdom,53.48095,-2.23743,1925,1725000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.074994973
Chicago,United States of America,41.85003,-87.65005,1900,1717000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.074647145
Birmingham,United Kingdom,52.48142,-1.89983,1925,1700000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.07390801
Atlanta,United States of America,33.749,-84.38798,1975,1700000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.07390801
Hyderabad,India,17.38405,78.45636,1975,1700000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.07390801
Munich,Germany,48.136739,11.576756,1975,1700000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.07390801
Nizhniy Novgorod,Russian Federation,56.3269,44.0075,1975,1700000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.07390801
San Diego,United States of America,32.715328,-117.157256,1975,1700000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.07390801
Seattle,United States of America,47.60621,-122.33207,1975,1700000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.07390801
Surabaya,Indonesia,-7.24917,112.75083,1975,1700000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.07390801
Vienna,Austria,48.20849,16.37208,1900,1698000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.073821053
Rome,Italy,41.89474,12.4839,1950,1665000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.072386263
Beijing,China,39.9075,116.39723,1845,1648000,/01/01,1845/01/01, 00:00:00,1845/01/01 00:00:00,0.071647129
Beijing,China,39.9075,116.39723,1850,1648000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.071647129
Sydney,Australia,-33.86785,151.20732,1950,1635000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.071081908
Buenos Aires,Argentina,-34.61315,-58.37723,1914,1630000,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.070864516
Manchester,United Kingdom,53.48095,-2.23743,1914,1600000,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.069560161
Ankara,Turkey,39.91987,32.85427,1975,1600000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.069560161
Frankfurt am Main,Germany,50.110922,8.682128,1975,1600000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.069560161
Kharkov,Ukraine,49.9935,36.230384,1975,1600000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.069560161
Lisbon,Portugal,38.71667,-9.13333,1975,1600000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.069560161
Liverpool,United Kingdom,53.408372,-2.991572,1975,1600000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.069560161
Taiyuan,China,37.87059,112.548879,1975,1600000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.069560161
Tashkent,Uzbekistan,41.26465,69.21627,1975,1600000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.069560161
Vienna,Austria,48.20849,16.37208,1975,1600000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.069560161
Hamburg,Germany,53.57532,10.01534,1950,1580000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.068690591
Seoul,Republic of Korea,37.56826,126.97783,1950,1550000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.067386236
Madrid,Spain,40.416775,-3.703789,1950,1527000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.06638623
Johannesburg,South Africa,-26.20227,28.04363,1950,1520000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.066081881
Birmingham,United Kingdom,52.48142,-1.89983,1914,1500000,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.065212311
Shanghai,China,31.22222,121.45806,1925,1500000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.065212311
Budapest,Hungary,47.49801,19.03991,1950,1500000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.065212311
Bucharest,Romania,44.43225,26.10626,1975,1500000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.065212311
Buffalo,United States of America,42.9047,-78.8494,1975,1500000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.065212311
Copenhagen,Denmark,55.67594,12.56553,1975,1500000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.065212311
Guadalajara,Mexico,20.673819,-103.343489,1975,1500000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.065212311
Hanoi,Vietnam,21.033333,105.85,1975,1500000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.065212311
Tokyo,Japan,35.6895,139.69171,1900,1497000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.065081875
Guangzhou,China,23.11667,113.25,1950,1495000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.064994918
Osaka,Japan,34.693216,135.502082,1914,1480000,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.064342741
Kitakyushu,Japan,33.83333,130.83333,1975,1480000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.064342741
Qingdao,China,36.067082,120.38264,1975,1473000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.064038392
Jakarta,Indonesia,-6.21462,106.84513,1950,1452000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.063125343
Saint Petersburg,Russian Federation,59.89444,30.26417,1900,1439000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.062560123
Manchester,United Kingdom,53.48095,-2.23743,1900,1435000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.062386209
Saint Petersburg,Russian Federation,59.89444,30.26417,1925,1430000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.062168816
Montevideo,Uraguay,-34.817311,-56.158866,1975,1430000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.062168816
Barcelona,Spain,41.38879,2.15899,1950,1425000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.061951424
Cincinnati,United States of America,39.162,-84.45689,1975,1422000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.061820988
Philadelphia,United States of America,39.95,-75.1667,1900,1418000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.061647074
Kanpur,India,26.4478,80.34627,1975,1415000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.061516639
Chengdu,China,30.66667,104.06667,1975,1401000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.06090794
Salvador,Brazil,-12.97111,-38.51083,1975,1401000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.06090794
Calcutta,India,22.56263,88.36304,1914,1400000,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.060864461
Manila,Philippines,14.58,121,1950,1400000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.060864461
Milan,Italy,45.465453,9.198786,1950,1400000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.060864461
Glasgow,United Kingdom,55.86515,-4.25763,1925,1396000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.060690547
Detroit,United States of America,42.33143,-83.04575,1925,1394000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.06060359
Changchun,China,43.9,125.2,1975,1392000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.060516633
Calcutta,India,22.56263,88.36304,1925,1390000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.060429676
Milwaukee,United States of America,43.0389,-87.90647,1975,1388000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.060342719
Novosibirsk,Russian Federation,55.0415,82.9346,1975,1385000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.060212284
Baku,Azerbaijan,40.37767,49.89201,1975,1383000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.060125327
Samara,Russian Federation,53.2028,50.1408,1975,1375000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.059777499
Cleveland,United States of America,41.499495,-81.695409,1950,1372000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.059647063
Hamburg,Germany,53.57532,10.01534,1925,1369000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.059516628
St. Louis,United States of America,38.626978,-90.199403,1950,1366000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.059386192
Newcastle upon Tyne,United Kingdom,54.978253,-1.617781,1975,1360000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.059125321
Stockholm,Sweden,59.33258,18.0649,1975,1357000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.058994886
Madras,India,13.08784,80.27847,1950,1356000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.058951407
Beijing,China,39.9075,116.39723,1825,1350000,/01/01,1825/01/01, 00:00:00,1825/01/01 00:00:00,0.058690536
Melbourne,Australia,-37.814,144.96332,1950,1350000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.058690536
Medellin,Colombia,6.25184,-75.56359,1975,1350000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.058690536
Monterrey,Mexico,25.6667,-100.3,1975,1350000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.058690536
Sverdlovs'k,Ukraine,48.08455,39.651631,1975,1345000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.058473144
Pune,India,18.52043,73.856744,1975,1340000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.058255751
London,United Kingdom,51.511214,-0.119825,1825,1335000,/01/01,1825/01/01, 00:00:00,1825/01/01 00:00:00,0.058038359
Paris,France,48.856614,2.352222,1851,1325000,/01/01,1851/01/01, 00:00:00,1851/01/01 00:00:00,0.057603574
Glasgow,United Kingdom,55.86515,-4.25763,1950,1320000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.057386181
Dnipropetrovsk,Ukraine,48.464717,35.046183,1975,1320000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.057386181
Budapest,Hungary,47.49801,19.03991,1925,1318000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.057299224
Fortaleza,Brazil,-3.71722,-38.54306,1975,1317000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.057255746
Paris,France,48.856614,2.352222,1850,1314000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.05712531
Daegu,Republic of Korea,35.871435,128.601445,1975,1311000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.056994875
Beijing,China,39.9075,116.39723,1861,1310000,/01/01,1861/01/01, 00:00:00,1861/01/01 00:00:00,0.056951396
Pittsburgh,United States of America,40.44062,-79.99589,1950,1310000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.056951396
Delhi,India,28.65381,77.22897,1950,1306000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.056777482
Boston,United States of America,42.358431,-71.059772,1914,1304000,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.056690525
Beijing,China,39.9075,116.39723,1821,1300000,/01/01,1821/01/01, 00:00:00,1821/01/01 00:00:00,0.056516612
Hamburg,Germany,53.57532,10.01534,1914,1300000,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.056516612
Liverpool,United Kingdom,53.408372,-2.991572,1914,1300000,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.056516612
Bandung,Indonesia,-6.914744,107.609814,1975,1300000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.056516612
Fukuoka,Japan,33.591389,130.414722,1975,1300000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.056516612
Jinan,China,36.650997,117.120497,1975,1294000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.056255741
Washington D.C.,United States of America,38.914144,-77.0234,1950,1285000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.055864434
Denver,United States of America,39.737567,-104.984718,1975,1285000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.055864434
Kunming,China,25.03889,102.71833,1975,1284000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.055820956
Mannheim,Germany,49.49671,8.47955,1975,1280000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.055647042
Belgrade,Serbia,44.80401,20.46513,1975,1275000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.055429649
Prague,Austria,50.08804,14.42076,1975,1275000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.055429649
Ao,China,34.766667,113.65,1975,1271000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.055255735
Paris,France,48.856614,2.352222,1846,1270000,/01/01,1846/01/01, 00:00:00,1846/01/01 00:00:00,0.055212257
Beijing,China,39.9075,116.39723,1925,1266000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.055038343
Liverpool,United Kingdom,53.408372,-2.991572,1950,1260000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.054777472
Delhi,India,28.65381,77.22897,1375,1250000,/01/01,1375/01/01, 00:00:00,1375/01/01 00:00:00,0.054342687
Santiago,Chile,-33.45,-70.666667,1950,1250000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.054342687
Cape Town,South Africa,-33.92584,18.42322,1975,1250000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.054342687
Phoenix,United States of America,33.44838,-112.074143,1975,1250000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.054342687
Tel Aviv,Israel,32.08088,34.78057,1975,1250000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.054342687
Birmingham,United Kingdom,52.48142,-1.89983,1900,1248000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.05425573
Anshan,China,41.1167,122.9833,1975,1247000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.054212251
Montreal,Canada,45.50884,-73.58781,1950,1242000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.053994859
Sapporo,Japan,43.06417,141.34694,1975,1241000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.05395138
Rio de Janeiro,Brazil,-22.90278,-43.2075,1925,1240000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.053907902
Kansas City,United States of America,39.11417,-94.62746,1975,1239000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.053864423
Liverpool,United Kingdom,53.408372,-2.991572,1925,1235000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.053690509
Naples,Italy,40.851775,14.268122,1950,1210000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.052603547
Ho Chi Minh,Vietnam,10.823099,106.628767,1950,1200000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.052168762
Hiroshima,Japan,34.396775,132.460017,1975,1200000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.052168762
Novokuznetsk,Russian Federation,53.7557,87.1099,1975,1200000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.052168762
Fushun,China,41.85583,123.92333,1975,1196000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.051994848
Tampa,United States of America,27.94752,-82.45843,1975,1178000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.051212235
Volgograd,Russian Federation,48.71939,44.50184,1975,1175000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.051081799
Mumbai,India,19.07283,72.88261,1925,1170000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.050864407
Lyon,France,45.74846,4.84671,1975,1170000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.050864407
Minsk,Belarus,53.9,27.56667,1975,1170000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.050864407
Addis Ababa,Ethiopia,9.02497,38.74689,1975,1161000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.0504731
Baltimore,United States of America,39.29038,-76.61219,1950,1159000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.050386143
Vancouver,Canada,49.24966,-123.11934,1975,1151000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.050038315
Copenhagen,Denmark,55.67594,12.56553,1950,1150000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.049994837
Wuhan,China,30.58333,114.26667,1950,1150000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.049994837
Dusseldorf,Germany,51.22172,6.77616,1975,1150000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.049994837
Rotterdam,Netherlands,51.9225,4.47917,1975,1150000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.049994837
Tbilisi,Georgia,41.709975,44.792989,1975,1148000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.04990788
Los Angeles,United States of America,34.052234,-118.243685,1925,1147000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.049864401
Athens,Greece,37.97945,23.71622,1950,1140000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.049560052
Chelyabinsk,Russian Federation,55.15402,61.42915,1975,1140000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.049560052
Baotou,China,40.65744,109.84054,1975,1135000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.049342659
New Orleans,United States of America,29.95465,-90.07507,1975,1131000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.049168745
Glasgow,United Kingdom,55.86515,-4.25763,1914,1125000,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.048907874
Istanbul,Turkey,41.005275,28.976944,1914,1125000,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.048907874
Moscow,Russian Federation,55.75222,37.61556,1900,1120000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.048690482
Hangzhou,China,30.25,120.166667,1975,1112000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.048342654
Baghdad,Iraq,33.34058,44.40088,932,1100000,/01/01,932/01/01, 00:00:00,932/01/01 00:00:00,0.047820912
Beijing,China,39.9075,116.39723,1800,1100000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.047820912
Beijing,China,39.9075,116.39723,1900,1100000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.047820912
Alexandria,Egypt,31.200092,29.918739,1950,1100000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.047820912
Bucharest,Romania,44.43225,26.10626,1950,1100000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.047820912
Damascus,Syria,33.5102,36.29128,1975,1100000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.047820912
Antwerp,Belgium,51.219217,4.402883,1975,1097000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.047690477
East Berlin,Germany,52.5186,13.4044,1975,1094000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.047560041
Rio de Janeiro,Brazil,-22.90278,-43.2075,1914,1090000,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.047386127
Havana,Cuba,23.13302,-82.38304,1950,1090000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.047386127
Tangshan,China,39.63333,118.18333,1975,1086000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.047212213
Calcutta,India,22.56263,88.36304,1900,1085000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.047168735
Mumbai,India,19.07283,72.88261,1914,1080000,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.046951342
Portland,United States of America,45.523062,-122.676482,1975,1077000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.046820907
Boston,United States of America,42.358431,-71.059772,1900,1075000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.04673395
Hyderabad,India,17.38405,78.45636,1950,1075000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.04673395
Nagpur,India,21.15,79.1,1975,1075000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.04673395
Marseille,France,43.29695,5.38107,1975,1070000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.046516557
Lagos,Nigeria,6.524379,3.379206,1975,1060000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.046081772
Chongqing,China,29.56301,106.551557,1950,1055000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.04586438
Budapest,Hungary,47.49801,19.03991,1914,1050000,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.045646987
Valencia,Spain,39.469908,-0.376289,1975,1050000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.045646987
Hartford,United States of America,41.7627,-72.6743,1975,1048000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.04556003
Berlin,Germany,52.52437,13.41053,1875,1045000,/01/01,1875/01/01, 00:00:00,1875/01/01 00:00:00,0.045429595
Saratov,Russian Federation,51.54056,46.00861,1975,1040000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.045212202
Sydney,Australia,-33.86785,151.20732,1925,1039000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.045168724
Istanbul,Turkey,41.005275,28.976944,1950,1035000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.04499481
Cali,Colombia,3.43722,-76.5225,1975,1035000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.04499481
Nagoya,Japan,35.181447,136.906397,1950,1030000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.044777417
San Juan,Puerto Rico,18.45,-66.0667,1975,1027000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.044646982
Vienna,Austria,48.20849,16.37208,1875,1020000,/01/01,1875/01/01, 00:00:00,1875/01/01 00:00:00,0.044342632
Nanjing,China,32.05,118.766667,1950,1020000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.044342632
Lucknow,India,26.83928,80.92313,1975,1020000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.044342632
Glasgow,United Kingdom,55.86515,-4.25763,1900,1015000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.04412524
Curitiba,Brazil,-25.42778,-49.27306,1975,1013000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.044038283
Indianapolis,United States of America,39.76838,-86.15804,1975,1010000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.043907847
Warsaw,Poland,52.22977,21.01178,1925,1002000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.043560019
